,,,,,,,,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES ("
294,6,10,17,30,37,38,40,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (294,6,10,17,30,37,38,38, current_timestamp);"
293,1,9,17,21,29,33,24,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (293,1,9,17,21,29,33,33, current_timestamp);"
292,17,18,31,32,33,34,10,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (292,17,18,31,32,33,34,34, current_timestamp);"
291,3,7,8,18,20,42,45,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (291,3,7,8,18,20,42,42, current_timestamp);"
290,8,13,18,32,39,45,7,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (290,8,13,18,32,39,45,45, current_timestamp);"
289,3,14,33,37,38,42,10,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (289,3,14,33,37,38,42,42, current_timestamp);"
288,1,12,17,28,35,41,10,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (288,1,12,17,28,35,41,41, current_timestamp);"
287,6,12,24,27,35,37,41,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (287,6,12,24,27,35,37,37, current_timestamp);"
286,1,15,19,40,42,44,17,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (286,1,15,19,40,42,44,44, current_timestamp);"
285,13,33,37,40,41,45,2,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (285,13,33,37,40,41,45,45, current_timestamp);"
284,2,7,15,24,30,45,28,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (284,2,7,15,24,30,45,45, current_timestamp);"
283,6,8,18,31,38,45,42,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (283,6,8,18,31,38,45,45, current_timestamp);"
282,2,5,10,18,31,32,30,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (282,2,5,10,18,31,32,32, current_timestamp);"
281,1,3,4,6,14,41,12,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (281,1,3,4,6,14,41,41, current_timestamp);"
280,10,11,23,24,36,37,35,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (280,10,11,23,24,36,37,37, current_timestamp);"
279,7,16,31,36,37,38,11,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (279,7,16,31,36,37,38,38, current_timestamp);"
278,3,11,37,39,41,43,13,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (278,3,11,37,39,41,43,43, current_timestamp);"
277,10,12,13,15,25,29,20,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (277,10,12,13,15,25,29,29, current_timestamp);"
276,4,15,21,33,39,41,25,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (276,4,15,21,33,39,41,41, current_timestamp);"
275,14,19,20,35,38,40,26,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (275,14,19,20,35,38,40,40, current_timestamp);"
274,13,14,15,26,35,39,25,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (274,13,14,15,26,35,39,39, current_timestamp);"
273,1,8,24,31,34,44,6,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (273,1,8,24,31,34,44,44, current_timestamp);"
272,7,9,12,27,39,43,28,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (272,7,9,12,27,39,43,43, current_timestamp);"
271,3,8,9,27,29,40,36,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (271,3,8,9,27,29,40,40, current_timestamp);"
270,5,9,12,20,21,26,27,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (270,5,9,12,20,21,26,26, current_timestamp);"
269,5,18,20,36,42,43,32,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (269,5,18,20,36,42,43,43, current_timestamp);"
268,3,10,19,24,32,45,12,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (268,3,10,19,24,32,45,45, current_timestamp);"
267,7,8,24,34,36,41,1,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (267,7,8,24,34,36,41,41, current_timestamp);"
266,3,4,9,11,22,42,37,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (266,3,4,9,11,22,42,42, current_timestamp);"
265,5,9,34,37,38,39,12,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (265,5,9,34,37,38,39,39, current_timestamp);"
264,9,16,27,36,41,44,5,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (264,9,16,27,36,41,44,44, current_timestamp);"
263,1,27,28,32,37,40,18,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (263,1,27,28,32,37,40,40, current_timestamp);"
262,9,12,24,25,29,31,36,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (262,9,12,24,25,29,31,31, current_timestamp);"
261,6,11,16,18,31,43,2,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (261,6,11,16,18,31,43,43, current_timestamp);"
260,7,12,15,24,37,40,43,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (260,7,12,15,24,37,40,40, current_timestamp);"
259,4,5,14,35,42,45,34,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (259,4,5,14,35,42,45,45, current_timestamp);"
258,14,27,30,31,38,40,17,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (258,14,27,30,31,38,40,40, current_timestamp);"
257,6,13,27,31,32,37,4,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (257,6,13,27,31,32,37,37, current_timestamp);"
256,4,11,14,21,23,43,32,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (256,4,11,14,21,23,43,43, current_timestamp);"
255,1,5,6,24,27,42,32,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (255,1,5,6,24,27,42,42, current_timestamp);"
254,1,5,19,20,24,30,27,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (254,1,5,19,20,24,30,30, current_timestamp);"
253,8,19,25,31,34,36,33,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (253,8,19,25,31,34,36,36, current_timestamp);"
252,14,23,26,31,39,45,28,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (252,14,23,26,31,39,45,45, current_timestamp);"
251,6,7,19,25,28,38,45,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (251,6,7,19,25,28,38,38, current_timestamp);"
250,19,23,30,37,43,45,38,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (250,19,23,30,37,43,45,45, current_timestamp);"
249,3,8,27,31,41,44,11,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (249,3,8,27,31,41,44,44, current_timestamp);"
248,3,8,17,23,38,45,13,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (248,3,8,17,23,38,45,45, current_timestamp);"
247,12,15,28,36,39,40,13,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (247,12,15,28,36,39,40,40, current_timestamp);"
246,13,18,21,23,26,39,15,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (246,13,18,21,23,26,39,39, current_timestamp);"
245,9,11,27,31,32,38,22,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (245,9,11,27,31,32,38,38, current_timestamp);"
244,13,16,25,36,37,38,19,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (244,13,16,25,36,37,38,38, current_timestamp);"
243,2,12,17,19,28,42,34,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (243,2,12,17,19,28,42,42, current_timestamp);"
242,4,19,20,21,32,34,43,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (242,4,19,20,21,32,34,34, current_timestamp);"
241,2,16,24,27,28,35,21,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (241,2,16,24,27,28,35,35, current_timestamp);"
240,6,10,16,40,41,43,21,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (240,6,10,16,40,41,43,43, current_timestamp);"
239,11,15,24,39,41,44,7,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (239,11,15,24,39,41,44,44, current_timestamp);"
238,2,4,15,28,31,34,35,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (238,2,4,15,28,31,34,34, current_timestamp);"
237,1,11,17,21,24,44,33,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (237,1,11,17,21,24,44,44, current_timestamp);"
236,1,4,8,13,37,39,7,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (236,1,4,8,13,37,39,39, current_timestamp);"
235,21,22,26,27,31,37,8,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (235,21,22,26,27,31,37,37, current_timestamp);"
234,13,21,22,24,26,37,4,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (234,13,21,22,24,26,37,37, current_timestamp);"
233,4,6,13,17,28,40,39,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (233,4,6,13,17,28,40,40, current_timestamp);"
232,8,9,10,12,24,44,35,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (232,8,9,10,12,24,44,44, current_timestamp);"
231,5,10,19,31,44,45,27,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (231,5,10,19,31,44,45,45, current_timestamp);"
230,5,11,14,29,32,33,12,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (230,5,11,14,29,32,33,33, current_timestamp);"
229,4,5,9,11,23,38,35,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (229,4,5,9,11,23,38,38, current_timestamp);"
228,17,25,35,36,39,44,23,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (228,17,25,35,36,39,44,44, current_timestamp);"
227,4,5,15,16,22,42,2,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (227,4,5,15,16,22,42,42, current_timestamp);"
226,2,6,8,14,21,22,34,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (226,2,6,8,14,21,22,22, current_timestamp);"
225,5,11,13,19,31,36,7,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (225,5,11,13,19,31,36,36, current_timestamp);"
224,4,19,26,27,30,42,7,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (224,4,19,26,27,30,42,42, current_timestamp);"
223,1,3,18,20,26,27,38,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (223,1,3,18,20,26,27,27, current_timestamp);"
222,5,7,28,29,39,43,44,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (222,5,7,28,29,39,43,43, current_timestamp);"
221,2,20,33,35,37,40,10,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (221,2,20,33,35,37,40,40, current_timestamp);"
220,5,11,19,21,34,43,31,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (220,5,11,19,21,34,43,43, current_timestamp);"
219,4,11,20,26,35,37,16,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (219,4,11,20,26,35,37,37, current_timestamp);"
218,1,8,14,18,29,44,20,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (218,1,8,14,18,29,44,44, current_timestamp);"
217,16,20,27,33,35,39,38,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (217,16,20,27,33,35,39,39, current_timestamp);"
216,7,16,17,33,36,40,1,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (216,7,16,17,33,36,40,40, current_timestamp);"
215,2,3,7,15,43,44,4,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (215,2,3,7,15,43,44,44, current_timestamp);"
214,5,7,20,25,28,37,32,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (214,5,7,20,25,28,37,37, current_timestamp);"
213,2,3,4,5,20,24,42,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (213,2,3,4,5,20,24,24, current_timestamp);"
212,11,12,18,21,31,38,8,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (212,11,12,18,21,31,38,38, current_timestamp);"
211,12,13,17,20,33,41,8,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (211,12,13,17,20,33,41,41, current_timestamp);"
210,10,19,22,23,25,37,39,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (210,10,19,22,23,25,37,37, current_timestamp);"
209,2,7,18,20,24,33,37,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (209,2,7,18,20,24,33,33, current_timestamp);"
208,14,25,31,34,40,44,24,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (208,14,25,31,34,40,44,44, current_timestamp);"
207,3,11,14,31,32,37,38,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (207,3,11,14,31,32,37,37, current_timestamp);"
206,1,2,3,15,20,25,43,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (206,1,2,3,15,20,25,25, current_timestamp);"
205,1,3,21,29,35,37,30,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (205,1,3,21,29,35,37,37, current_timestamp);"
204,3,12,14,35,40,45,5,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (204,3,12,14,35,40,45,45, current_timestamp);"
203,1,3,11,24,30,32,7,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (203,1,3,11,24,30,32,32, current_timestamp);"
202,12,14,27,33,39,44,17,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (202,12,14,27,33,39,44,44, current_timestamp);"
201,3,11,24,38,39,44,26,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (201,3,11,24,38,39,44,44, current_timestamp);"
200,5,6,13,14,17,20,7,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (200,5,6,13,14,17,20,20, current_timestamp);"
199,14,21,22,25,30,36,43,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (199,14,21,22,25,30,36,36, current_timestamp);"
198,12,19,20,25,41,45,2,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (198,12,19,20,25,41,45,45, current_timestamp);"
197,7,12,16,34,42,45,4,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (197,7,12,16,34,42,45,45, current_timestamp);"
196,35,36,37,41,44,45,30,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (196,35,36,37,41,44,45,45, current_timestamp);"
195,7,10,19,22,35,40,31,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (195,7,10,19,22,35,40,40, current_timestamp);"
194,15,20,23,26,39,44,28,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (194,15,20,23,26,39,44,44, current_timestamp);"
193,6,14,18,26,36,39,13,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (193,6,14,18,26,36,39,39, current_timestamp);"
192,4,8,11,18,37,45,33,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (192,4,8,11,18,37,45,45, current_timestamp);"
191,5,6,24,25,32,37,8,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (191,5,6,24,25,32,37,37, current_timestamp);"
190,8,14,18,30,31,44,15,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (190,8,14,18,30,31,44,44, current_timestamp);"
189,8,14,32,35,37,45,28,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (189,8,14,32,35,37,45,45, current_timestamp);"
188,19,24,27,30,31,34,36,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (188,19,24,27,30,31,34,34, current_timestamp);"
187,1,2,8,18,29,38,42,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (187,1,2,8,18,29,38,38, current_timestamp);"
186,4,10,14,19,21,45,9,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (186,4,10,14,19,21,45,45, current_timestamp);"
185,1,2,4,8,19,38,14,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (185,1,2,4,8,19,38,38, current_timestamp);"
184,1,2,6,16,20,33,41,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (184,1,2,6,16,20,33,33, current_timestamp);"
183,2,18,24,34,40,42,5,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (183,2,18,24,34,40,42,42, current_timestamp);"
182,13,15,27,29,34,40,35,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (182,13,15,27,29,34,40,40, current_timestamp);"
181,14,21,23,32,40,45,44,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (181,14,21,23,32,40,45,45, current_timestamp);"
180,2,15,20,21,29,34,22,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (180,2,15,20,21,29,34,34, current_timestamp);"
179,5,9,17,25,39,43,32,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (179,5,9,17,25,39,43,43, current_timestamp);"
178,1,5,11,12,18,23,9,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (178,1,5,11,12,18,23,23, current_timestamp);"
177,1,10,13,16,37,43,6,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (177,1,10,13,16,37,43,43, current_timestamp);"
176,4,17,30,32,33,34,15,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (176,4,17,30,32,33,34,34, current_timestamp);"
175,19,26,28,31,33,36,17,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (175,19,26,28,31,33,36,36, current_timestamp);"
174,13,14,18,22,35,39,16,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (174,13,14,18,22,35,39,39, current_timestamp);"
173,3,9,24,30,33,34,18,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (173,3,9,24,30,33,34,34, current_timestamp);"
172,4,19,21,24,26,41,35,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (172,4,19,21,24,26,41,41, current_timestamp);"
171,4,16,25,29,34,35,1,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (171,4,16,25,29,34,35,35, current_timestamp);"
170,2,11,13,15,31,42,10,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (170,2,11,13,15,31,42,42, current_timestamp);"
169,16,27,35,37,43,45,19,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (169,16,27,35,37,43,45,45, current_timestamp);"
168,3,10,31,40,42,43,30,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (168,3,10,31,40,42,43,43, current_timestamp);"
167,24,27,28,30,36,39,4,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (167,24,27,28,30,36,39,39, current_timestamp);"
166,9,12,27,36,39,45,14,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (166,9,12,27,36,39,45,45, current_timestamp);"
165,5,13,18,19,22,42,31,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (165,5,13,18,19,22,42,42, current_timestamp);"
164,6,9,10,11,39,41,27,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (164,6,9,10,11,39,41,41, current_timestamp);"
163,7,11,26,28,29,44,16,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (163,7,11,26,28,29,44,44, current_timestamp);"
162,1,5,21,25,38,41,24,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (162,1,5,21,25,38,41,41, current_timestamp);"
161,22,34,36,40,42,45,44,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (161,22,34,36,40,42,45,45, current_timestamp);"
160,3,7,8,34,39,41,1,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (160,3,7,8,34,39,41,41, current_timestamp);"
159,1,18,30,41,42,43,32,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (159,1,18,30,41,42,43,43, current_timestamp);"
158,4,9,13,18,21,34,7,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (158,4,9,13,18,21,34,34, current_timestamp);"
157,19,26,30,33,35,39,37,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (157,19,26,30,33,35,39,39, current_timestamp);"
156,5,18,28,30,42,45,2,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (156,5,18,28,30,42,45,45, current_timestamp);"
155,16,19,20,32,33,41,4,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (155,16,19,20,32,33,41,41, current_timestamp);"
154,6,19,21,35,40,45,20,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (154,6,19,21,35,40,45,45, current_timestamp);"
153,3,8,11,12,13,36,33,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (153,3,8,11,12,13,36,36, current_timestamp);"
152,1,5,13,26,29,34,43,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (152,1,5,13,26,29,34,34, current_timestamp);"
151,1,2,10,13,18,19,15,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (151,1,2,10,13,18,19,19, current_timestamp);"
150,2,18,25,28,37,39,16,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (150,2,18,25,28,37,39,39, current_timestamp);"
149,2,11,21,34,41,42,27,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (149,2,11,21,34,41,42,42, current_timestamp);"
148,21,25,33,34,35,36,17,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (148,21,25,33,34,35,36,36, current_timestamp);"
147,4,6,13,21,40,42,36,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (147,4,6,13,21,40,42,42, current_timestamp);"
146,2,19,27,35,41,42,25,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (146,2,19,27,35,41,42,42, current_timestamp);"
145,2,3,13,20,27,44,9,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (145,2,3,13,20,27,44,44, current_timestamp);"
144,4,15,17,26,36,37,43,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (144,4,15,17,26,36,37,37, current_timestamp);"
143,26,27,28,42,43,45,8,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (143,26,27,28,42,43,45,45, current_timestamp);"
142,12,16,30,34,40,44,19,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (142,12,16,30,34,40,44,44, current_timestamp);"
141,8,12,29,31,42,43,2,"INSERT INTO tb_bingo(seq,no1,no2,no3,no4,no5,no6,no7,created_at)  VALUES (141,8,12,29,31,42,43,43, current_timestamp);"
